#,Call No,Title,Authors,Barcode,Price,Status,Date Created,Genre
581,FBEN,Am I the princess or the frog? : Jim Benton's tales from Mackerel Middle School,Jim. Benton,30385038518611,$6.00,In,"2020,04,25","camping,chinese americans,fear,friendship,massachusetts,self-confidence"
589,629.44 AMA,Amazing International Space Station,Rose Cowles,30385038510187,$11.00,In,"2020,04,26","astronomy,juvenile literature,ouvrages pour la jeunesse,space stations"
592,591.77 BRO,Amazing sea creatures,Andrew Brown,30385038500310,$1.00,In,"2020,04,26","body,mind & spirit,mind and body,new age,spiritual life,spiritualism"
597,629.222 ROG,Ambulances,Hal Rogers,30385038504233,$0.00,In,"2020,04,26","bien y mal,children,demonology,experiments,fantasy,ficción juvenil,general,good and evil,horror,imaginary places,kidnapping,large type books,lugares imaginarios,magia,magic,missing persons,niños,novela fantástica,novela fantástica inglesa,quests (expeditions),reading level-grade 11,reading level-grade 12,traducciones al español,witches,zhang pian xiao shuo"
599,F PAR,"Amelia Bedelia:  Road Trip : Parish, Herman.",,30385038520395,$7.00,In,"2020,04,26","amelia-bedelia (fictitious character),drawing,humorous stories,mood (psychology),mothers and daughters"
601,E Par,Amelia Bedelia tries her luck,Herman. Parish,30385000000874,$6.00,In,"2023,10,02","amelia-bedelia (fictitious character),baking,food,friendship,fund raising"
605,F BEN,Among the ghosts,Amber. Benson,30385038518356,$20.00,In,"2020,04,25","conduct of life,freedom,liberty,population policy"
608,GN KIB,Amulet #1 : The Stonekeeper,Kazu Kibuishi,30385000000863,$15.99,In,"2023,10,02","amphibians,identification,reptiles"
617,741.5 KIB,Amulet - Supernova - Book 8,Kazu Kibuishi,30385038521284,$17.00,In,"2020,04,26","adaptations,adventure and adventurers,apprentices,aprendices,cartoons and comics,comic books,comics & graphic novels,english literature,fantasy,genies,graphic novels,jinn,juvenile literature,libros infantiles y juveniles,london (england),magia,magic,novela juvenil,protected daisy,reading level-grade 10,reading level-grade 11,reading level-grade 12,reading level-grade 7,reading level-grade 8,reading level-grade 9,strips,wizards"
622,E ZHA,Amy Wu and the Perfect Bao,Kat Zhang,30385000001498,$12.00,In,"2023,11,02","lost and found possessions,mystery and detective stories"
623,597.96 MCC,Anacondas,Mary Ann. McDonald,30385038506299,$23.00,In,"2020,04,25","chinese americans,cooking,family life"
630,811 ALT,Ancient Egypt,Susan. Altman,30385038509515,$14.00,In,"2020,04,26","antiquities,civilization,egypt,history,juvenile literature,literatura juvenil,manners and customs,social life and customs"
631,355.00932 WIL,Ancient Egyptian war and weapons,Brenda. Williams,30385038510710,$13.00,In,"2020,04,26","antiquities,civilization,egypt,history,juvenile literature,literatura juvenil,manners and customs,social life and customs"
632,938 ROS,Ancient Greece,Stewart. Ross,30385038513269,$0.00,In,"2020,04,26","civilization,egypt,history,juvenile literature,military art and science"
636,938 FUL,Ancient Greeks,Joe Fullman,30385038519415,$18.00,In,"2020,04,26","greek,greek mythology,juvenile literature,mythology"
637,930 FOR,Ancient peoples,Claire. Forbes,30385038507105,$0.00,In,"2020,04,26","civilisation,civilization,greece,greeks,history,to 146 b.c."
638,305.230937 TAM,Ancient Roman children,Richard. Tames,30385038510722,$13.00,In,"2020,04,25","civilization,history and criticism,latin language,social conditions"
640,811 ALT,Ancient Rome,Susan. Altman,30385038509516,$14.00,In,"2020,04,26","english literature,history,poetry"
642,930 GRA,The Ancient world,Neil Grant,30385038507106,$17.95,In,"2020,04,26","horses,in art,indians of north america,juvenile literature,livres d'images pour enfants,ouvrages pour la jeunesse,picture books for children"
643,930 GRA,The Ancient world,Neil Grant,30385038508638,$17.95,In,"2020,04,26","ancient,ancient civilization,ancient history,civilisation ancienne,civilization,sources,translations into english"
644,932 SWA,Ancient Worlds,Rosanne Swalwell,30385038516497,$5.00,In,"2020,04,26","ancient,ancient civilization,ancient history,civilisation ancienne,civilization,sources,translations into english"
645,F PEA,And Nothing But the Truth,Kit Pearson,30385038519234,$20.00,In,"2020,04,26","ancient,ancient civilization,ancient history,civilisation ancienne,civilization,sources,translations into english"
647,E RIC,And Tango makes three,Justin Richardson,30385038518051,$10.00,In,"2020,04,25","adoption,animal behavior,animals,board books,collectionid:bannedbooks,family,gays,homosexuality,lgbt,lgbtq,lgbtq picture books,penguins,zoo animals,zoos"
648,591 KAN,And the Winner Is ...: Amazing Animal Athletes,Etta Kaner,30385038519640,$16.95,In,"2020,04,26","adoption,animal behavior,animals,board books,collectionid:bannedbooks,family,gays,homosexuality,lgbt,lgbtq,lgbtq picture books,penguins,zoo animals,zoos"
657,E,Andrew's Loose Tooth,Robert N. Munsch,30385038520452,$8.00,Out,"2020,04,26","drawing,imagination,juvenile literature,lift-the-flap books,paper work,specimens"
658,E MUN,Andrew's loose tooth,Robert N. Munsch,30385038502173,$1.00,In,"2020,04,26","non-classifiable,picture books,teeth,tooth fairy,tooth fairy (fictitious character)"
660,E MUN,Andrew's loose tooth,Robert N. Munsch,30385038508910,$12.99,In,"2020,04,26","non-classifiable,picture books,teeth,tooth fairy,tooth fairy (fictitious character)"
663,FPAT,Angel : a Maximum Ride novel,James Patterson,30385038518733,$11.00,In,"2020,04,26","anesthesia,human physiology,physiology"
666,741.5 CLA,Angelic layer. Vol. 4,Clamp (Artistic group),30385038513183,$10.00,Lost,"2020,04,25","angels,cartoons and comics,comic books,comics & graphic novels,contests,dolls,etc,games,girls,graphic novels,japan,sports,strips,translations into english"
678,591.4 SMI,Animal hide and seek,Penny. Smith,30385038517273,$5.00,In,"2020,04,25","biographies,biography,biography & autobiography,childhood and youth,description and travel,greece,juvenile literature,natural history,naturalists"
679,591.56 TAY,Animal homes,Barbara Taylor,30385038501753,$1.00,In,"2020,04,25","animals,camouflage (biology),children: grades 1-2,juvenile literature,nature,puzzles"
683,GN 741.5 HAS,Animal rescue friends,Meika Hashimoto,30385000001633,$13.00,In,"2023,11,30","animals,domestic animals,ducks,juvenile literature,veterinarians"
687,591.56 HIC,Animals and their young : how animals produce and care for their babies,Pamela. Hickman,30385038509717,$7.00,In,"2020,04,25",zoology
689,578.4/3 RUS,Animals in fall : preparing for winter,Martha E. H. Rustad,30385038518818,$22.00,In,"2020,04,25","1903-1950,adaptations,allegories,animal drama,animales domésticos,animals,animals in literature,animaux domestiques,behavior,classic,comics & graphic novels,domestic animals,drama (dramatic works by one author),englischunterricht,english literature,english literature: literary criticism,english political satire,fables,farms,ficción,for national curriculum key stage 4 & gcse,français (langue),general,george,in literature,large type books,lectures et morceaux choisis,literary,literature,livestock,nouvelles,orwell,political,political corruption,political satire,political science,power (social sciences),roman,romans,satire,short stories (single author),skönlitteratur,totalitarianism,totalitarisme,totalitarismo,translations into chinese,zhong pian xiao shuo"
690,591.754 BUT,Animals in hot places,Moira Butterfield,30385038505345,$0.00,In,"2020,04,26","animal behavior,animals,autumn,habits and behavior,juvenile literature,winter"
691,578 RUS,Animals in winter,Martha E. H. Rustad,30385038516844,$10.00,In,"2020,04,25","animals,juvenile literature,rain forest animals"
692,591.4 BAN,Animals in winter,Henrietta. Bancroft,30385038501679,$1.00,In,"2020,04,26","animals,habits and behavior,hibernation,juvenile literature,winter"
693,591.7 SAV,Animals of the desert,Stephen Savage,30385038501562,$1.00,In,"2020,04,25","animals,habits and behavior,hibernation,juvenile literature,winter"
694,590 THO,Animals that changed the world,Keltie. Thomas,30385038518486,$13.00,In,"2020,04,26","animals,juvenile literature"
696,590 SIQ,Animals Up Close,Igor Siqanowicz,30385038516747,$19.00,In,"2020,04,26",physiology
705,398.8 COL,Anna Banana,Joanna. Cole,30385038514274,$10.00,In,"2020,04,26","dinosaurs,juvenile literature"
706,741.5 BRI,Anna Sewell's Black Beauty : the graphic novel,June. Brigman,30385038512145,$13.99,In,"2020,04,25","children's stories,fear,play"
707,F ALL,Anna's icy adventure,Elise. Allen,30385038520826,$1.00,In,"2020,04,26",horses
712,741.5 Fol,Anne Frank's diary : the graphic adaptation,Ari Folman,30385000000496,$0.00,In,"2022,01,25","drama,history,holocaust,jewish (1939-1945),study and teaching (secondary)"
714,F BAR,Annie's adventures,Lauren. BaratzLogsted,30385038519582,$8.00,In,"2020,04,26","baking,competition,fairies,friendship,picture books"
715,F BAR,Annie's adventures,Lauren. BaratzLogsted,30385038518344,$7.00,Lost,"2020,04,26","adventure and adventurers,first day of school,kindergarten,schools"
722,595.79 VEN,Ants and other social insects,Cecilia. Venn,30385038512210,$15.00,In,"2020,04,26","bibliography,biography,europe,history and criticism,italy,music"
726,E SOL,Ants In My Pants,Nikki Soliman,30385000001275,$10.00,In,"2023,10,20","behavior,clothing and dress,england,humorous stories,imagination"
728,595.79 BIR,Ants up close,Robin. Birch,30385038512416,$11.75,In,"2020,04,25","behavior,clothing and dress,england,humorous stories,imagination"
729,F SHO,Any Pet Will Do,Nancy. Shouse,30385038514042,$9.00,In,"2020,04,26","ants,juvenile literature"
739,F TES,Anybody home?,Mary Lynn. Tessaro,30385038516481,$15.00,In,"2020,04,26","american literature,imagination,questions and answers,storytelling"
740,F KRU,Anyone But Me,Nancy Krulik,30385038518940,$5.00,In,"2020,04,26","animals,children,dwellings,habitations,specimens,stories in rhyme,toy and movable books"
741,F KRU,Anyone but me,Nancy E. Krulik,30385038517967,$5.00,In,"2020,04,26","clowns,etc. pour la jeunesse,filles,girls,hamsters,magic,metamorfosis (biología),metamorphosis,muchachas,mystery and detective stories,nouvelles,novela juvenil,romans,schools,teachers"
742,F CHI,"Anyone's Game (Cross Ups, Book 2)",Sylv Chiang,30385038521485,$12.00,In,"2020,04,25","clowns,etc. pour la jeunesse,filles,girls,hamsters,magic,metamorfosis (biología),metamorphosis,muchachas,mystery and detective stories,nouvelles,novela juvenil,romans,schools,teachers"
745,F BAS,Anything But Typical,Nora Raleigh Baskin,30385038519119,$9.00,In,"2020,04,25","autism,autistic children,families,family life,school stories,schools"
746,F BAS,Anything But Typical,Nora Raleigh Baskin,30385038519214,$9.00,In,"2020,04,26","autism,autistic children,families,family life,school stories,schools"
747,F BAS,Anything But Typical,Nora Raleigh Baskin,30385038519116,$9.00,In,"2020,04,25","autism,autistic children,families,family life,school stories,schools"
749,599.88 MAG,Ape,Lisa. Magloff,30385038514344,$0.00,In,"2020,04,25","college students,universities and colleges"
750,741.5 O'C,Aphrodite: Goddess of Love,George O'Connor,30385038520592,$9.99,In,"2020,04,26","action & adventure,adventure stories,africa,american adventure stories,british,classic literature,large type books,open library staff picks"
751,741.5 O'C,Apollo : the brilliant one,George O'Connor,30385038520586,$12.00,In,"2020,04,26","comic books,etc.,new york times bestseller,strips"
756,641.3 BUR,Apples,Ann Burckhardt,30385038501658,$1.00,In,"2020,04,25","apples,school field trips,schools,values"
757,634 DRI,Apples : and how they grow by,Laura. Driscoll,30385038510089,$7.00,In,"2020,04,25","1939-1945,boys,children,history,holocaust,identity,jewish (1939-1945),jews,judíos,large type books,muchachos,nazis,novela,orphans,reading level-grade 6,reading level-grade 7,reading level-grade 8,street children,world war"
759,F Met,The Apples on the Tree,Steve Metzger,30385038513378,$0.00,In,"2023,09,14","apples,juvenile literature"
762,F MEL,The Apprentices,Maile. Meloy,30385038520052,$18.00,In,"2020,04,26","animals,children's poetry,nursery rhymes"
763,FIC LOR,April,Gabrielle. Lord,30385038521120,$8.00,In,"2020,04,25","ability,amerikanisches englisch,assassins,epic,fantasy,general,kings,magic,queens,rulers"
765,551.46 GAF,Aquaman's Guide to the Ocean,Jackie Gaff,30385038516580,$5.00,In,"2020,04,26","apartment houses,cats,families,human-animal relationships,kittens,love"
767,NF ALR,Arab fairy tale feasts : a literary cookbook,Karim Alrawi,30385000000969,$30.00,In,"2023,10,02","beaches,friendship,household,household moving,mermaids,moving,new york times reviewed,summer"
769,F SKR,Aram's Choice,Marsha Forchuk Skrypuch,30385038513950,$11.00,In,"2020,04,25","caterpillars,nature,stories in rhyme"
772,F MUL,Arcade Catastrophe,Brandon Mull,30385038520263,$9.99,In,"2020,04,25","fantasy,children,missions"
773,F OER,The Archaeolojesters,Andreas Oertel,30385038517929,$10.95,In,"2020,04,25","adventure,adventure and adventurers,candy,fantasy,friendship,magic"
774,F OER,The Archaeolojesters,Andreas Oertel,30385038517928,$10.95,In,"2020,04,26","adventure,adventure and adventurers,candy,fantasy,friendship,magic"
775,909.07 GAL,"Archers, alchemists, and 98 other medieval jobs you might have loved or loathed",Priscilla Galloway,30385038510108,$18.00,In,"2020,04,25","antiquities,medieval,jobs,occupations,history"
776,741 GOL,Archie Americana series,John L. Goldwater,30385038520731,$1.00,In,"2020,04,26","civilization,history,humor,juvenile humor,juvenile literature,medieval,medieval civilization,middle ages,occupations"
781,741.5/973 ARC,Archie's classic Christmas stories.,,30385038518889,$11.00,In,"2020,04,26","comic books,strips,teenagers"
782,720 LEE,Architecture according to pigeons,Speck Lee. Tailfeather,30385038520906,$1.00,In,"2020,04,26","comics & graphic novels,general"
783,577.09 KAL,The Arctic Habitat,Bobbie Kalman,30385038514325,$9.00,In,"2020,04,25","architecture,juvenile literature,pigeons"
